0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.31527395715896334,0.049734392177061555,0.1837723208906668,0.06407339787188754,0.05615357259827677,0.6871968211451711,0.5301534539865778,0.21052631578947367,0.07692307692307693,0.2565344384252439,0.14285714285714296,0.5,0.11518217127466518,0.1428571428571428,0.2810635049795617,0.19800120272351218,0.5,0.5,0.169687061435984,0.0,0.0,0.0,0.0,0.0,0.16233995560894404,0.0,0.0,0.07288973965390198,0.0,0.21554123854372936,0.0,0.08817630874419188,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.28342205491702005,0.0,0.0,0.0,0.0,0.0,0.0,0.49697909034794896,0.4588245900504807,0.6792843826386308,0.5126418476089704,0.5128169644347595,0.558369209128598,0.11977401129943503,0.08217714770081076,0.15315094218826691,0.10222416568941185,0.18184689902074339,0.3677399528801172,0.37055261165783515,0.4279046507751293
0.403116121758738,0.13960777681255215,0.1476492276550112,0.11832529307551604,0.12296412970199241,0.23589042634663918,0.5764511548805786,0.15789473684210525,0.15384615384615385,0.2606785330903461,0.477613787555308,0.7281265447355413,0.4769216872911209,0.5433417514162855,0.36192132769957575,0.20426889140520565,1.0,0.5,0.18064980006539783,0.0,0.0,0.0,0.0,0.0,0.3574637754324279,0.10502203178002055,0.0,0.13525609153177423,0.0,0.0,0.0,0.0,0.963804713804714,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.28342205491702005,0.5,0.0,0.0,0.0,0.0,0.0,0.4929447165940171,0.44559043742314375,0.6805347975951702,0.5225508635141902,0.5214103372463484,0.5681979913284737,0.08992163295061052,0.08514231875746416,0.10950404404703472,0.10862435650255416,0.5171106665262715,0.6020418615768085,0.6529775422659602,0.7120353392232041
0.6101195039458864,0.35762544300002247,0.13863652794177891,0.349673638899213,0.3576927032738619,0.5320630221577506,0.5515642706823847,0.10526315789473684,0.15384615384615385,0.15914821379534155,0.0,0.5,0.0,0.0,0.2583569345368119,0.1910721249148325,0.5,0.5,0.11385853939045425,0.12431695211917032,0.0,0.0,0.0,0.2799958491945727,0.8031317744742266,0.0,0.1678366412995238,0.0,0.0,0.0,0.0,0.09047159174397852,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.30499612979560975,0.0,0.0,0.0,0.0,0.0,0.0,0.45736568495956786,0.443549568726539,0.6760179237598031,0.4725181571610201,0.47547004831115114,0.5268841142917412,0.20594860579551663,0.24222706088841695,0.3796069058238545,0.34260499691916285,0.045488048857533936,0.2917335336497421,0.29945748170577857,0.3325554259043174
0.37262232243517535,0.08120941889159655,0.08988601585656794,0.09158316705575026,0.0838091026973318,0.5282170764655629,0.5513730960862988,0.05263157894736842,0.07692307692307693,0.7549292258531589,0.7127757665769361,0.0,0.49350062817680923,0.6792309657216486,0.061687064635829666,0.9791110990461928,0.0,0.0,0.056929269695227123,0.12431695211917032,0.0,0.0,0.0,0.13879810779869117,0.08566162423061768,0.04637342445361513,0.0935544033144638,0.0,0.0,0.0,0.0,0.09047159174397852,0.0,0.0,0.0,0.0,0.0,0.7735426433901987,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4383225401357314,0.4278221611227776,0.6734763514212995,0.4576109084284642,0.45519975276785773,0.5065622268271515,0.11568434481501731,0.06035273246342378,0.10512388228515333,0.09045735525034289,0.2086448352111193,0.1515348106668487,0.2754857431238962,0.502458743123854
0.4885636978579492,0.19467339078559925,0.04113550377135697,0.16713783659935,0.1674305953685159,0.3466266481810202,0.7558561908735704,0.10526315789473684,0.0,0.40549716653768364,0.25409820848417347,0.4218981710331191,0.21381003604831628,0.27151346860481834,0.5170374837623686,0.4229804707171465,0.5,0.0,0.0,0.12431695211917032,0.0,0.0,0.3257433157773654,0.14926167521370942,0.26329999425871037,0.1862485328580471,0.0,0.0,0.13371063256571808,0.0,0.0,0.0,0.4694518224768462,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5227032212268201,0.46291426108056033,0.6812645965716939,0.541189589734443,0.5363357390110519,0.5778431386642939,0.05203572079460543,0.06162261974911064,0.10640965449540109,0.11671801395321103,0.1871643676950616,0.10458565233721429,0.3729497855160232,0.3636022670445075
0.3951134160090199,0.6323225117044229,0.6125262067137383,0.7035787867088585,0.6452585689734415,0.506555555954463,0.6432142517948429,0.8421052631578947,0.46153846153846156,0.4153331502608781,0.4264055199727715,0.5,0.3455465138239954,0.42857142857142844,0.2951270036508643,0.1992949083152059,0.5,0.5,0.4462203871792422,0.23609535866711312,0.1642548839677585,1.0,0.0,0.16484521431536606,0.5644907179185648,0.48341616486563416,0.5277205737523735,0.12977925758770495,0.2865869028082082,0.44599000857081506,0.5470048158050935,0.0,0.5,0.0,0.0,0.0,0.0,0.29841276936190786,0.28490904432487824,0.28342205491702005,0.0,0.0,0.0,0.0,0.0,0.0,0.3414331260963005,0.41204554934520204,0.6687948062888842,0.36928722927839724,0.386098512094246,0.45461556460462654,0.6844760342628028,0.654971939587397,0.5072024584391471,0.5559460157818371,0.26908497420237965,0.5065045924813055,0.4181175876860964,0.6167694615769296
0.36104081172491603,0.07563803534775013,0.06212497288960648,0.06055540922326424,0.06701522449412622,0.12516354946882313,0.7917727097754028,0.10526315789473684,0.0,0.35392066305514625,0.28571428571428586,0.5,0.2303643425493303,0.28571428571428575,0.28810783399849793,0.1986467210501448,0.5,0.5,0.0,0.25845790547206476,0.0,0.0,0.0,0.0,0.20399237398364323,0.0,0.3318528794953926,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.14920638468095393,0.30912118882910583,0.28342205491702005,0.0,0.0,0.0,0.0,0.0,0.0,0.45853177147193125,0.43255093850623666,0.6776528093774572,0.4871148145590767,0.48856504902872433,0.5404578046354422,0.04548204847822124,0.01648017494824343,0.053671653257645266,0.03973286160084276,0.31820574918395284,0.4437463721104925,0.4416477416098915,0.523253875645941
0.4832604284103729,0.1364656862368251,0.022242571752174856,0.21227994529978703,0.14739846470839402,0.28294392009777286,0.5422394275874493,0.05263157894736842,0.0,0.3891654392490699,0.09728642594139675,0.587988136431043,0.07399348009952289,0.13384226857709886,0.33178161861708044,0.6604926048236441,0.5,0.0,0.052808127276212376,0.0,0.0,0.0,0.0,0.23629536496720355,0.08936594385810698,0.09558555963034784,0.24262966905440944,0.0,0.14160997361759198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2970145123496846,0.22965528010760058,0.0,0.0,0.0,0.0,0.0,0.5143370398572483,0.4561154857253949,0.6816883750480688,0.5400859042177399,0.5369402521805138,0.5802469048837687,0.10954620010934936,0.046667569977721826,0.0689888815382317,0.07688974578124068,0.0459092344951037,0.15600778502407187,0.3968584405753218,0.4691615269211534
0.35090056369785855,0.07953043919464314,0.16666265031207075,0.07494759098961934,0.07211938471876658,0.5030788102420096,0.6446663581102243,0.15789473684210525,0.07692307692307693,0.3535212322440521,0.2850335715832794,0.5,0.2303643425493303,0.28571428571428553,0.3033508543937559,0.20490758721012292,0.5,0.5,0.06392083639459273,0.26225288733047897,0.0,0.0,0.0,0.02825500366301833,0.1366597177265285,0.05601010413950587,0.07173496704207567,0.06689730022746884,0.0,0.0,0.15373535660002846,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.26184798003843035,0.0,0.0,0.0,0.0,0.0,0.0,0.5356132232707793,0.46648739259798633,0.6829303946105674,0.5580553444274481,0.5531052348354162,0.5929980738408583,0.0926845270639694,0.06369288264413851,0.1054333212403167,0.08748385045019978,0.13272612403917025,0.4304981732509302,0.34702245773403984,0.5214202367061177
0.0698624577226607,0.07725920402217093,0.551991710244114,0.15071875214236505,0.11851766985685497,0.3811645456755705,0.22574952554193395,0.631578947368421,0.3076923076923077,0.2565344384252439,0.14285714285714296,0.5,0.11518217127466518,0.1428571428571428,0.2810635049795617,0.19800120272351218,0.5,0.5,0.11610438519074309,0.2512565448051673,0.3659573883605434,0.0,0.2930039494813637,0.0,0.15360068868603213,0.0,0.0,0.0,0.0,0.4366977217130226,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.28342205491702005,0.0,0.0,0.0,0.0,0.0,0.0,0.5907943256900098,0.49385403573823733,0.6873580408484496,0.6088022941519005,0.6029589158985282,0.6352480880165519,0.2818953891015126,0.22407996193489227,0.3122879276126251,0.16857943590864827,0.18184689902074339,0.3677399528801172,0.37055261165783515,0.4279046507751293
