0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0.028857204104435853,0.22531651284027518,0.034297559935285826,0.03831711052917631,0.029326034192026555,0.2675243349084281,0.4920338212145666,0.03488372093023256,0.038461538461538464,0.0459289491044509,0.0,0.02380952380952379,0.0,0.0,0.006644904521383156,0.05168907253884942,0.0,0.02517787768317595,0.029742813687375483,0.0,0.0,0.0,0.023842210951209118,0.5169956327454968,0.11770627800378725,0.1157694830638977,0.42146919571992386,0.43909577492498647,0.37838269455447665,0.043145081999449414,0.049621849327379355,0.06930770475009436,0.056908282043661815
0.04595636428480642,0.2168290098820753,0.04671773740081457,0.08067756970864824,0.04086005640514228,0.252641268641717,0.6012722828725265,0.06976744186046512,0.07692307692307693,0.026753111724030266,0.0778120472214553,0.04180252024907751,0.0,0.07325098737034094,0.010880230945450577,0.052536201332058066,0.024880933399369094,0.01012773270264861,0.02594583024912487,0.0,0.07189063251432838,0.28777074436351774,0.0,0.6658250264947339,0.13503988378657575,0.16251471827145764,0.6091117595386355,0.598564010570358,0.5239246674484196,0.059049435639281084,0.0727596980821782,0.11822936323933791,0.06444009373929495
0.05865818563295692,0.1804738099543053,0.060397856288895595,0.11854175930958369,0.057532589855305884,0.2656274324046122,0.6455792522688447,0.05813953488372093,0.15384615384615385,0.0480630547262734,0.4122404841574065,0.02380952380952379,0.015769674265897655,0.0,0.02328824956752642,0.0,0.0779586980233016,0.022132450631456503,0.08842538409320493,0.0,0.0,0.5087890240203146,0.024089085335322346,0.5284296669241529,0.12300451870236336,0.12274715283696953,0.44655503125603135,0.46088606613101873,0.39928346184315655,0.08837259605930704,0.10084950711797203,0.22981344691863914,0.11905707162253826
0.0347896277438313,0.2450541341846442,0.0338351657309459,0.007600836668478344,0.030614670138438348,0.22771721919988436,0.5048597438134936,0.011627906976744186,0.0,0.022102053237163705,0.0,0.0,0.0,0.0,0.0334012408496721,0.02043680669796318,0.0,0.03549024427655983,0.05544865068919378,0.0,0.0,0.0,0.0,0.452476014315262,0.10331120118477548,0.10207942010382226,0.3682656962375457,0.38603781077625265,0.33315718373119285,0.023288236913517127,0.03276086046363952,0.03901978756672238,0.04331358879484207
0.006072425194968291,0.21011770668479934,0.012364800070341922,0.007600836668478344,0.006620990964174053,0.20866907782351182,0.6150231068316943,0.011627906976744186,0.0,0.022102053237163705,0.0,0.0,0.0,0.0,0.0,0.011662587936131714,0.0600071408483771,0.0,0.0003168124656519579,0.0,0.0,0.0,0.0,0.534759598355001,0.10673289891791332,0.13333006254392465,0.4919991837381425,0.48667588796778555,0.42796309959882517,0.011000117984819285,0.017601468905757773,0.025341025502776733,0.029544211961515163
0.0408239224338265,0.20730552613838696,0.042191304663953114,0.06873692705502571,0.03701567217605415,0.24414948262900873,0.6046916302469245,0.046511627906976744,0.07692307692307693,0.048634863909136856,0.0790057727515197,0.04180252024907751,0.0,0.0,0.0,0.04087361339592636,0.05517060176725596,0.03569744379801634,0.0003168124656519579,0.11338733718465743,0.08275670808143946,0.0,0.0,0.5982472321704644,0.12893969937513222,0.13853669937658844,0.5177300714196739,0.5205606926224731,0.4509524618074196,0.05787941951468913,0.07321388787539271,0.0763277079851189,0.06159978402756824
0.021534250109554065,0.22847681271622278,0.028605595075554453,0.021427277368776435,0.02142941198086773,0.20852309983185557,0.6015284671784795,0.011627906976744186,0.038461538461538464,0.026753111724030266,0.0,0.0,0.0,0.0,0.016955809341772307,0.04147066918986784,0.04685373407319065,0.0,0.0003168124656519579,0.0,0.0,0.0,0.0,0.5569501781748334,0.11879554441800003,0.1294728093761386,0.4806016569319925,0.484652692346101,0.42058976432220485,0.020138042238565305,0.03476058708874029,0.04594543591955572,0.04345878034560126
0.05419103572695524,0.23962407766412014,0.051841978277829034,0.048091967653210756,0.04729807384278605,0.2764876056262761,0.6120986109542192,0.08139534883720931,0.0,0.021107661668660405,0.1490872326241958,0.023249689005679804,0.014936780244509241,0.03662549368517047,0.0,0.06619138539578392,0.07808371329617166,0.02733651737123255,0.0003168124656519579,0.0,0.07402046843748082,0.0,0.05084163180012327,0.5360828047956269,0.12632860041802949,0.12083380580287885,0.43541583733576006,0.4579828583458846,0.39478264894733645,0.054353639831674995,0.05308316301216087,0.09472151830484715,0.06375383680015971
0.0005638003023881845,0.19757749901858804,0.0071239566627495894,0.021427277368776435,0.0009857025596536114,0.1960995239991474,0.6667309452429286,0.011627906976744186,0.038461538461538464,0.026753111724030266,0.0,0.0,0.0,0.0,0.0,0.011871348070036104,0.0,0.0,0.0003168124656519579,0.0,0.0,0.0,0.0,0.35054603589875055,0.08171061207800692,0.07513240625001975,0.2643426035013578,0.28794811523789204,0.24667912586859753,0.0086974475950761,0.02166872774120223,0.035717366690030734,0.030037636372298355
0.02164807251245881,0.23915309268886661,0.034300871306244825,0.0,0.02460163554611946,0.19637190520515432,0.9383702924221909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04609383696958727,0.029808081253736126,0.0,0.0,0.0003168124656519579,0.0,0.0,0.0,0.0,0.8319679335980772,0.15430164405218671,0.30474547205765046,0.8681654782403717,0.859318620389929,0.8285916595574969,0.01694065363589885,0.029224207239699204,0.033026904620693374,0.042955147153905304
